,content,Type,sentiment,preprocessed,pos_tags
497,"Ненаход, место отдельная песня, для инфы для кладмена - на место где ты закладываешь смотрит 4 камеры, то, что ты их не видишь не значит, что их нет.",М,-1,ненаход место отдельный песня инф кладмена место закладывать смотреть камера видеть значит,INTJ NOUN ADJ NOUN ADP NOUN ADP NOUN ADP NOUN ADV PRON VERB VERB NUM NOUN PRON SCONJ PRON PRON PART VERB PART VERB SCONJ PRON VERB
498,"Второй ненаход, в диспут лезть тоже Нет смысла. Так что ловите единицу",М,-1,второй ненаход диспут лезть смысл ловить единица,ADJ NOUN ADP NOUN VERB PART VERB NOUN ADV SCONJ VERB NOUN
499,"ненаход, админ придумывает правила, например, нужно не более чем через 4 часа после открытия диспута отправить отчет по форме, о которой нигде нет ни слова, при этом высылает эту форму спустя 3 часа. в целом, скорость реакции оставляет желать лучшего, ответ в течение трех минут с моей стороны и полуторочасовое ожидание - классика дали скидку, но кажется странным что-либо еще брать в магазине, где первый опыт - ненаход. писать в личку, предлагая перевести битки в случае удаления отзыва, да еще и требуя ""поверить слову администратора"" - зашквар",М,-1,ненаход админ придумывать правило например нужно час открытие диспут отправить отчёт форма который нигде слово это высылать форма спустя час целое скорость реакция оставлять желать хороший ответ течение минута сторона полуторочасовой ожидание классика дать скидка казаться странный либо ещё брать магазин первый опыт ненаход писать личка предлагать перевести биток случай удаление отзыв ещё требовать поверить слово администратор зашквара,NOUN NOUN VERB NOUN ADV ADJ PART ADV SCONJ ADP NUM NOUN ADP NOUN NOUN VERB NOUN ADP NOUN ADP PRON ADV VERB CCONJ NOUN ADP PRON VERB DET NOUN ADP NUM NOUN ADP NOUN NOUN NOUN VERB VERB ADJ NOUN ADP NOUN NUM NOUN ADP DET NOUN CCONJ ADJ NOUN NOUN VERB NOUN CCONJ VERB ADJ PRON ADV VERB ADP NOUN ADV ADJ NOUN NOUN VERB ADP NOUN VERB VERB NOUN ADP NOUN NOUN NOUN CCONJ ADV PART VERB VERB NOUN NOUN NOUN
500,Курьер я смотрю с приколом . Почти под говном оставил клад . По качу все ок,Л,1,курьер смотреть прикол говно оставить клад кача всё около,NOUN PRON VERB ADP NOUN ADV ADP NOUN VERB NOUN ADP NOUN PRON NOUN
501,Все чотко!,Л,1,всё чотко,PRON ADJ
502,"клад забрали все более менее хорошо, но есть очень большая притензия к курьеру! кура, начинай минировать в более менее адекватных местах, а именно, по пути мы нарвались на мсетных борцов с наркотиками, из-за которых вылазка задержалась почти на 2 часа. после решения проблемы с борцами, мы наткнулись на вторую проблему. а именно уебанское место, в котором полно битого стекла и прочего мусора. третий момент это не удовлетворяющий вид товара, марки как будто-бы старые, но хз. если накроет то дополню коментарий, если нет, то нет. магазу ставить отр, отзыв не буду, так как клад был поднят, ну и вообщем все прошло нормально. всем добра и позитива.",Л,1,клад забрать всё менее очень больший притензия курьер кура начинать минировать менее адекватный место именно путь нарваться мсетный борец наркотик который вылазка задержаться час решение проблема борец наткнуться второй проблема именно уебанский место который полно битый стекло прочее мусор третий момент это удовлетворять вид товар марка старый хз накрыть дополнить коментарий магаза ставить отр отзыв клад поднять вообщий всё пройти нормально весь добро позитив,NOUN VERB PART ADV ADV ADV CCONJ VERB ADV ADJ NOUN ADP NOUN NOUN VERB VERB ADP ADV ADV ADJ NOUN CCONJ PART ADP NOUN PRON VERB ADP ADJ NOUN ADP NOUN ADP PRON NOUN VERB ADV ADP NUM NOUN ADP NOUN NOUN ADP NOUN PRON VERB ADP ADJ NOUN CCONJ PART ADJ NOUN ADP PRON ADV ADJ NOUN CCONJ ADJ NOUN ADJ NOUN PRON PART VERB NOUN NOUN NOUN ADV PART PART ADJ CCONJ PART SCONJ VERB PRON VERB NOUN SCONJ VERB SCONJ PART NOUN VERB NOUN VERB PART AUX ADV SCONJ NOUN AUX VERB PART CCONJ ADV PRON VERB ADV DET NOUN CCONJ NOUN
503,Касание ! 10.10.10,Л,1,касание,NOUN NUM
504,"В касание, место гуд, упаковка качественная. Завтра заценю покемона)",Л,1,касание место гуд упаковка качественный завтра заценить покемон,ADP NOUN NOUN NOUN NOUN ADJ ADV VERB NOUN
505,"Спасибо магазу, кура красава респект, ждём скидок побольше и ещё не раз зайдём .",Л,1,спасибо магаза кура красава респект ждать скидка большой ещё зайти,NOUN NOUN NOUN NOUN NOUN VERB NOUN ADV CCONJ ADV PART NOUN VERB
506,"Йоу, ребятушки, кто думает попробовать. Рассказываю, как опытный космонавт (все покупки остались на старом акке), марки очень годные, особенно за свою цену, я и две по 250 кидал, и три, думал 1 по 170 интереса не вызовет, но все же было весело, на людях появляться можно, но с осторожностью, по поводу места - все очень хорошо, но хотелось бы кладов поближе к центру, снято в два касания, обязательно зайдем еще, спасибо. Всем мир!",Л,1,йоу ребятушки думать попробовать рассказывать опытный космонавт всё покупка остаться старый акка марка очень годный особенно свой цена кидать думать интерес вызвать всё весело человек появляться осторожность повод место всё очень хотеться клад близкий центр снятой касание обязательно зайти ещё спасибо весь мир,NOUN NOUN PRON VERB VERB VERB SCONJ ADJ NOUN DET NOUN VERB ADP ADJ NOUN NOUN ADV ADJ ADV ADP DET NOUN PRON PART NUM ADP NUM VERB CCONJ NUM VERB NUM ADP NUM NOUN PART VERB CCONJ PART PART AUX ADJ ADP NOUN VERB ADV CCONJ ADP NOUN ADP NOUN NOUN PRON ADV ADJ CCONJ VERB AUX NOUN ADV ADP NOUN VERB ADP NUM NOUN ADV VERB ADV NOUN PRON NOUN
507,Спасибо за всё! 10 10 10 10 10 10 10 10 10 10 замутили нам крутейшие новые марки кладмен очень грамотно их заложил бэст шоп,Л,1,спасибо всё замутить крутый новый марка кладмена очень грамотно заложить бэст шоп,NOUN ADP PRON NUM NUM VERB PRON ADJ ADJ NOUN NOUN ADV ADV PRON VERB ADJ NOUN
508,"Перый клад был совсем в неуданом месте, ненаход. Открыл диспут, все адекватно и оперативно решили, за это плюс.",Л,1,пёрый клад неудан место ненаход открыть диспут всё адекватно оперативно решить это плюс,ADJ NOUN AUX ADV ADP ADJ NOUN NOUN VERB NOUN PRON ADV CCONJ ADV VERB ADP PRON NOUN
509,бумажки рабочие 10,Л,1,бумажка рабочий,NOUN NOUN NUM
510,Поклон кладмену. Забрал без затруднений,Л,1,поклон кладмена забрать затруднение,NOUN NOUN VERB ADP NOUN
511,Спасибо большое! Все чётко. Качество хорошее.,Л,1,спасибо большой всё чётко качество хороший,NOUN ADJ PRON ADJ NOUN ADJ
512,в касание толя доволен,Л,1,касание толя довольный,ADP NOUN NOUN ADJ
513,"клад в касание, все отлично, марки зачет)",Л,1,клад касание всё отлично марка зачёт,NOUN ADP NOUN PRON ADV NOUN NOUN
514,"Ребят, делайте описание получше. Квест на грани интуиции",Л,1,ребята делать описание хороший квест грань интуиция,NOUN VERB NOUN ADV NOUN ADP NOUN NOUN
515,"привет, ребята. вот сходил забрал. правда пришлось очень долго прогуляться по очень живописному лесу. если бы можно фотки прикрепить заценили бы. так что любители поиграть в юнных натуралистов вам сюда. только попробовать продукт получится только послезавтра. но уже думаю, что опять начну ловить ладошками огоньки от гирлянды. праздник к нам приходит))",Л,1,привет ребята сходить забрать правда прийтись очень долго прогуляться очень живописный лес фотка прикрепить заценить любитель поиграть юнный натуралист сюда попробовать продукт получиться послезавтра думать начать ловить ладошка огонёк гирлянда праздник приходить,NOUN NOUN PART VERB VERB ADV VERB ADV ADV VERB ADP ADV ADJ NOUN SCONJ AUX ADV NOUN VERB VERB AUX ADV SCONJ NOUN VERB ADP ADJ NOUN PRON ADV PART VERB NOUN VERB PART ADV CCONJ ADV VERB SCONJ ADV VERB VERB NOUN NOUN ADP NOUN NOUN ADP PRON VERB
516,"Всё заебок, сняли в касание даже с машины не надо выходить, кладмен красавчик, побольше бы таких, без палева и прочей суеты, по качу дополню позже, но думаю что всё огонь, магазу респект, по количеству всё ровно как заказывал, зайду ещё, купончик был бы кстати)))",Л,1,всё заебок снять касание машина выходить кладмена красавчик большой палевый прочий суета кача дополнить поздний думать всё огонь магаза респект количество всё ровно заказывать зайти ещё купончик кстати,PRON NOUN VERB ADP NOUN PART ADP NOUN PART ADV VERB NOUN NOUN ADJ AUX DET ADP NOUN CCONJ ADJ NOUN ADP NOUN VERB ADV CCONJ VERB SCONJ DET NOUN NOUN NOUN ADP NOUN PRON ADV SCONJ VERB VERB ADV NOUN AUX AUX ADV
517,"Так вышло, что не повезло сразу с двумя кладами,ну с кем не случается, у всех было, все всё проходили ). К магазину претензий нет, представители оказались крайне отзывчивыми и пунктуальными и проблему решали до последнего пункта, очень доброжелательно с их стороны, огромное спасибо за вашу отзывчивость) Но к кладменам относитесь внимательнее, подсказывайте, я понимаю, не все сразу опытными становятся, тем более в зиму, сложный сезон, все всё знают) P.S: СВОИ следы на снегу, первое на что должен обращать внимание курьер в зимний сезон, чайки нынче глазастые) Магазину успехов и больших продаж)",Л,1,выйти повезти сразу клад случаться весь всё всё проходить магазин претензия представитель оказаться крайне отзывчивый пунктуальный проблема решать последний пункт очень доброжелательно сторона огромный спасибо ваш отзывчивость кладмена относиться внимательный подсказывать понимать всё сразу опытный становиться зима сложный сезон всё всё знать p s свой след снег первый должный обращать внимание курьер зимний сезон чайка нынче глазастый магазин успех больший продажа,ADV VERB SCONJ PART VERB ADV ADP NUM NOUN PART ADP PRON PART VERB ADP PRON VERB DET PRON VERB ADP NOUN NOUN VERB NOUN VERB ADV ADJ CCONJ ADJ CCONJ NOUN VERB ADP ADJ NOUN ADV ADV ADP DET NOUN ADJ NOUN ADP DET NOUN CCONJ ADP NOUN VERB ADJ VERB PRON VERB PART PART ADV ADJ VERB PRON ADV ADP NOUN ADJ NOUN DET PRON VERB PROPN PROPN DET NOUN ADP NOUN ADJ ADP PRON ADJ VERB NOUN NOUN ADP ADJ NOUN NOUN ADV ADJ PROPN NOUN CCONJ ADJ NOUN
518,"Всё здорово. Марки качественные. Это именно лизер,без примеси. Ныкать прошу по чательнее,поглубже.",Л,1,всё здорово марка качественный это именно лизер примесь ныкатя просить чательный глубокий,PRON ADJ NOUN ADJ PRON PART NOUN ADP NOUN VERB VERB ADP ADV ADV
519,"Марки топ, снято в касаху. Магазу респект и куре тоже. 10\10\10",Л,1,марка топ снятой касаха магаза респект кура,NOUN NOUN VERB ADP NOUN NOUN NOUN CCONJ NOUN PART NOUN NUM SYM NUM
520,все ровно поднял в касание,Л,1,всё ровно поднять касание,PRON ADV VERB ADP NOUN
521,"Забрал, благодарю. Клад очень удобный для снятия в любое время суток, снял за 10 секунд.",Л,1,забрать благодарить клад очень удобный снятие любой время сутки снять секунда,VERB VERB NOUN ADV ADJ ADP NOUN ADP DET NOUN NOUN VERB ADP NUM NOUN
522,"В первые открыл данный мазагин ,место было в принципе хорошее,но отмахиваться от фараонов будет такая себе затея. По улову особо притензий нет(холодная земля). Начало крыть через часа полтора-два. Поиграл в Марио на сложном уровне, Уловом доволен,как говорится ""nахуй меф,когда есть такая кислота"" Советую вырубать у данного магазина. (£_£)",Л,1,первый открыть данный мазагина место принцип хороший отмахиваться фараон затея улов особо притензия холодный земля начало крыть час полтора поиграть марио сложный уровень улов довольный говориться nахуй меф кислота советовать вырубать данный магазин _,ADP ADJ VERB ADJ NOUN NOUN AUX ADP NOUN ADJ CCONJ VERB ADP NOUN VERB DET PRON NOUN ADP NOUN ADV NOUN ADJ NOUN NOUN VERB ADP NOUN NUM NUM VERB ADP PROPN ADP ADJ NOUN PROPN ADJ SCONJ VERB PROPN SCONJ VERB DET NOUN VERB VERB ADP ADJ NOUN NOUN
523,"гуд,повозже отпишусь за качество сыграла моя первая рулетка_!",Л,1,гуд возгий отписаться качество сыграть первый рулетка_,NOUN ADV VERB ADP NOUN VERB DET ADJ NOUN
524,"Спрятано чётко, тяжко было попасть в падик, но оно стоило того.. Пока не пробовал, позже дополню)",Л,1,спрятать чётко тяжко попасть падик оно стоить пока пробовать поздний дополнить,VERB ADV ADJ AUX VERB ADP NOUN CCONJ PRON VERB PRON ADV PART VERB ADV VERB
525,"Клад касание, надежный но не закопан. Качество огонь.",Л,1,клад касание надёжный закопать качество огонь,NOUN NOUN ADJ CCONJ PART ADJ NOUN NOUN
526,"Все нашлось место надежное . Магазин норм , кладмен все как поломается заделал спасибо вам , 10/10/10советую всем",Л,1,всё найтись место надёжный магазин норма кладмена всё поломаться заделать спасибо 10советовать весь,PRON VERB NOUN ADJ PROPN NOUN NOUN PRON SCONJ VERB VERB NOUN PRON NUM NUM ADJ PRON
527,Всё на месте,Л,1,всё место,PRON ADP NOUN
528,"Картон подняли ,место конечно пиздец ,пришлось напролом по спуску ебашить через деревья и собак ,делаем сразу по две ,так как был уже опыт с данными веществами , одной хватит для новичка. Всем мира и добра.",Л,1,картон поднять место пиздец прийтись напролом спуск ебашить дерево собака делать сразу опыт данные вещество хватить новичок весь мир добро,NOUN VERB NOUN ADV NOUN VERB ADV ADP NOUN VERB ADP NOUN CCONJ NOUN VERB ADV ADP NUM ADV SCONJ AUX ADV NOUN ADP NOUN NOUN NUM VERB ADP NOUN DET NOUN CCONJ NOUN
529,Все четко,Л,1,всё чётко,PRON ADV
530,Касание.Нашли быстро.По качеству дополню позже,Л,1,касание наслать быстро качество дополнить поздний,NOUN VERB ADJ NOUN VERB ADV
531,Даже не смотря на погоду - кдад был подобран в касание. Качество - цены),Л,1,смотреть погода кдада подобрать касание качество цена,PART PART VERB ADP NOUN NOUN AUX VERB ADP NOUN NOUN NOUN
532,Бомба,Л,1,бомба,NOUN
533,"Все найдено, место тихое, хоть от меня и далеко, от остановки минут 15 прогуляться по лесочку. По качеству не скажу, это не трогаю, на новый год. Спасибо. Марочка красивая с рисунком покемончика, милота)))",Л,1,всё найти место тихий далеко остановка минута прогуляться лесочек качество сказать это трогать новый год спасибо марочка красивый рисунок покемончик милот,PRON VERB NOUN ADJ ADV ADP PRON CCONJ ADV ADP NOUN NOUN NUM VERB ADP NOUN ADP NOUN PART VERB PRON PART VERB ADP ADJ NOUN NOUN NOUN ADJ ADP NOUN NOUN NOUN
534,Еле-еле снято. Марочки вкусные.,Л,1,еле еле снятой марочка вкусный,NOUN VERB NOUN ADJ
535,все хорошо),Л,1,всё,PRON ADJ
536,"Забрал в касание , честно говоря не разу не пробовал никаких психоделиков . Проглотил одну марку , интересно понаблюдать за эффектом . Отпишусь позже если смогу. Прошло два часа . Очень и очень интересный эффект! ",Л,1,забрать касание честно говорить пробовать никакой психоделик проглотить марка интересно понаблюдать эффект отписаться поздний смочь пройти час очень очень интересный эффект,VERB ADP NOUN ADV VERB PART NOUN PART VERB DET NOUN VERB NUM NOUN ADJ VERB ADP NOUN VERB ADV SCONJ VERB VERB NUM NOUN ADV PART ADV ADJ NOUN
537,"Ну что могу сказать Сходили в леса далёкие, через анусы грязные за сокровищами! Все в дерьме, минус носки и обувь - можно было и поближе сделать клад!!! Ну а по качеству скажу так - побегать по комнате, пошуршать как тараканы можно. 170 как никак Кладмену желаю поплавать в грязюки, как мы :3",Л,1,мочь сказать сходить лес далёкий анус грязный сокровище всё дерьмо минус носка обувь близкий сделать клад качество сказать побегать комната пошуршать таракан никак кладмена желать поплавать грязюка,PART PRON VERB VERB VERB ADP NOUN ADJ ADP NOUN ADJ ADP NOUN PRON ADP NOUN ADP NOUN CCONJ NOUN ADV AUX CCONJ ADJ VERB NOUN PART CCONJ ADP NOUN VERB ADV VERB ADP NOUN VERB SCONJ NOUN ADV NUM SCONJ ADV PROPN VERB VERB ADP NOUN SCONJ PRON NUM
538,Снял. Збс. В прошлый раз брал тоже по 150 4шт сожрали с девкой по 1.5 ахуели. Надеюсь завтра тоже так будет. Люблю целую,Л,1,снять збс прошлый брать 4шт сожрать девка ахуесть надеяться завтра любить целый,VERB NOUN ADP ADJ NOUN VERB PART ADP NUM NOUN VERB ADP ADJ ADP NUM VERB VERB ADV PART ADV VERB VERB ADJ
539,"забрал в касание, всё красиво, скоро попутешествую",Л,1,забрать касание всё красиво скоро попутешествовать,VERB ADP NOUN PRON ADJ ADV VERB
540,"Все просто ОХРЕНЕННО! Место отличное , безлюдное) в касание))",Л,1,всё просто охрененно место отличный безлюдный касание,PRON PART ADJ NOUN ADJ ADJ ADP NOUN
541,"Приветствую вас дорогие мои путешественники по глубинам своего разума и параллельным мирам необьятного космоса и пространства! Как вы все уже давно знаете данный магазин является одной из самых первых, лучших и крупных корпораций по продаже удовольствия и билетов в красочные и далекие миры. О качестве работы магазина и качестве товара все давно уже знают, но считаю своим долгом в очередной раз отметить бесперебойность работы и постоянное улучшение качества работы курьеров. Решил взять как обычно у любимого ""Покемоши"" 2 билетика на поезд, следующий на расстояние в 170 киллометров от моей адекватности. Вышел на улицу, тепло, очень медленно и красиво падает снежок, идеальная прогулка по безлюдным местам. Ну и как обычно получил адресок в очень хорошем пустом месте, хоть и в черте города, где,(как кажется), не ступала ни одна нога человека(конечно кроме курьера). Это просто талант найти такое тихое и спокойное место в пешей доступности. Вобщем тайник был хороший, и пролежал бы наверное до лета, а может и больше. Поднял в касание и с довольной улыбкой потопал восвояси. Ребята советую вам ходить на квесты в снегопад, он доставит вам эстетическое удовольствие от прогулки и сотрет все ваши следы. И конечно же выбирайте магазин ""Pokemon GO"" дабы не тратить нервы и не испортить себе настроение. По качеству дополню позже, после поездки, но если это те же бумажки что я пробовал на прошлой неделе, то просто бомба, одни из самых сильных в диапазоне до 170мкг. Всем Pease, и с наступающим Новым Годом! До новых встреч!",Л,1,приветствовать дорогой путешественник глубина свой разум параллельный мир необьятный космос пространство всё давно знать данный магазин являться самый первый хороший крупный корпорация продажа удовольствие билет красочный далёкий мир качество работа магазин качество товар всё давно знать считать свой долг очередной отметить бесперебойность работа постоянный улучшение качество работа курьер решить взять обычно любимый покемоша билетик поезд следующий расстояние киллометр адекватность выйти улица тепло очень медленно красиво падать снежок идеальный прогулка безлюдный место обычно получить адресок очень хороший пустой место черта город казаться ступать нога человек кроме курьер это просто талант найти тихий спокойный место пеший доступность вобщий тайник хороший пролежать наверное лето мочь большой поднять касание довольный улыбка потопать восвояси ребята советовать ходить квест снегопад доставить эстетический удовольствие прогулка стереть всё ваш след выбирать магазин pokemon go дабы тратить нерв испортить настроение качество дополнить поздний поездка это бумажка пробовать прошлый неделя просто бомба самый сильный диапазон 170мкг весь pease наступать новый год новый встреча,VERB PRON ADJ DET NOUN ADP NOUN DET NOUN CCONJ ADJ NOUN ADJ NOUN CCONJ NOUN ADV PRON PART ADV ADV VERB ADJ NOUN VERB NUM ADP ADJ ADJ ADJ CCONJ ADJ NOUN ADP NOUN NOUN CCONJ NOUN ADP ADJ CCONJ ADJ NOUN ADP NOUN NOUN NOUN CCONJ NOUN NOUN PRON ADV ADV VERB CCONJ VERB DET NOUN ADP ADJ NOUN VERB NOUN NOUN CCONJ ADJ NOUN NOUN NOUN NOUN VERB VERB SCONJ ADV ADP ADJ PROPN NUM NOUN ADP NOUN ADJ ADP NOUN ADP NUM NOUN ADP DET NOUN VERB ADP NOUN ADJ ADV ADV CCONJ ADV VERB NOUN ADJ NOUN ADP ADJ NOUN PART CCONJ SCONJ ADV VERB NOUN ADP ADV ADJ ADJ NOUN SCONJ PART ADP NOUN NOUN ADV ADV VERB PART VERB PART NUM NOUN NOUN ADV ADP NOUN PRON PART NOUN VERB DET ADJ CCONJ ADJ NOUN ADP NOUN NOUN ADV NOUN AUX ADJ CCONJ VERB AUX ADV ADP NOUN CCONJ VERB PART ADV VERB ADP NOUN CCONJ ADP ADJ NOUN VERB ADV NOUN VERB PRON VERB ADP NOUN ADP NOUN PRON VERB PRON ADJ NOUN ADP NOUN CCONJ VERB DET DET NOUN CCONJ ADV PART VERB NOUN PROPN PROPN SCONJ PART VERB NOUN CCONJ PART VERB PRON NOUN ADP NOUN VERB ADV ADP NOUN CCONJ SCONJ PRON DET PART NOUN PRON PRON VERB ADP ADJ NOUN SCONJ PART NOUN DET ADP ADJ ADJ ADP NOUN ADP NOUN PRON PROPN CCONJ ADP VERB ADJ PROPN ADP ADJ NOUN
542,"Пришел по координатам, и места моего нет, но я не растерялся, прогулялся в радиусе 50 метров все осмотрел. Толи у меня телефон немного мозг съебал с координатами, толи у КМ. В итоге место нашел, свое забрал. Магазину благодарность за возможность смотреть мультфильмы на Новый Год! Всех с наступающим :)",Л,1,прийти координата место растеряться прогуляться радиус метр всё осмотреть толя телефон немного мозг съебал координата толя км итог место найти свой забрать магазин благодарность возможность смотреть мультфильм новый год весь наступать,VERB ADP NOUN CCONJ NOUN DET VERB CCONJ PRON PART VERB VERB ADP NOUN NUM NOUN PRON VERB CCONJ ADP PRON NOUN ADV NOUN VERB ADP NOUN ADV ADP NOUN ADP NOUN NOUN VERB DET VERB NOUN NOUN ADP NOUN VERB NOUN ADP ADJ PROPN PRON ADP VERB
543,"Все просто и быстро забрал, понравилась упаковка! По качеству позже отпишусь если что",Л,1,всё просто быстро забрать понравиться упаковка качество поздний отписаться,PRON PART PART ADV VERB VERB NOUN ADP NOUN ADV VERB SCONJ PRON
544,"Второй раз так же в касание! Единственное , что мне показалось , что в первый раз было круче Сейчас как буд то Толя лишь немного пошутнулся , но не кайфанул в общем как хотел",Л,1,второй касание единственный показаться первый крутой буд толя лишь немного пошутнуться кайфанула общий хотеть,ADJ NOUN ADV PART ADP NOUN ADJ PRON PRON VERB SCONJ ADP ADJ NOUN AUX ADJ ADV SCONJ NOUN SCONJ PROPN PART ADV VERB CCONJ PART NOUN ADP ADJ SCONJ VERB
545,"Забрал. Квест конечно был сложноват, плюс я гость в этом городе) но нашел! По качеству позже, так как только съел, сижу жду входа. Если не отпишусь, считайте, что не смог, так как в параллельной вселеной наша связь не ловит))))) всем добра! Пока еще м огу писать. Марочки порясающие. Ну вы понями)) ",Л,1,забрать квест сложноватый плюс гость это город найти качество поздний съесть сидеть ждать вход отписаться считать смочь параллельный вселена наш связь ловить весь добро пока ещё м огу писать марочка порясать понь,VERB NOUN ADV AUX ADJ CCONJ PRON NOUN ADP DET NOUN CCONJ VERB ADP NOUN ADV ADV SCONJ PART VERB VERB VERB NOUN SCONJ PART VERB VERB PRON PART VERB ADV ADV ADP ADJ NOUN DET NOUN PART VERB DET NOUN ADV ADV NOUN NOUN VERB NOUN VERB PART PRON NOUN
546,"У меня все окей, вкругу своих друзей убиваю свой день! Клад поднял на изи, марки рабочие. Спасибо",Л,1,всё окей вкруг свой друг убивать свой день клад поднять изя марка рабочий спасибо,ADP PRON PRON ADJ VERB DET NOUN VERB DET NOUN NOUN VERB ADP NOUN NOUN NOUN NOUN
547,снято в касание ни одного нарекания изменяем сознание спасибо за внимание всем любовь и до нового свидания!,Л,1,снятой касание нарекание изменять сознание спасибо внимание весь любовь новый свидание,VERB ADP NOUN PART NUM NOUN VERB NOUN NOUN ADP NOUN PRON NOUN CCONJ ADP ADJ NOUN
548,"Клад взят в касание, координаты точные и локация не палевная. Надеюсь качество не подведёт, дополню позже. Вставило как надо, держало как надо, однако одна из трёх марок была пустая. ",Л,1,клад взять касание координата точный локация палевный надеяться качество подвести дополнить поздний вставить держать однако марка пустой,NOUN VERB ADP NOUN NOUN ADJ CCONJ NOUN PART ADJ VERB NOUN PART VERB VERB ADV VERB ADV ADV VERB ADV ADV ADV NUM ADP NUM NOUN AUX ADJ
549,Отличная находка),Л,1,отличный находка,ADJ NOUN
550,"Клад в трубе диам 4 см. На глубине около 1 метра!! В очень! Многолюдном переходе! Магазин как обычно включает дурачка и предлагает прийти туда ночью с вилкой) реюята это - дно! Два подряд неудачных клада, закрываю сделку, подавитесь деньгами, засуньте их себе также глубоко. Требую платформу обратить внимание на магазин!! Вопросы не решает, отказывется приглашать модераторат, каким то чудом находится в топе. Много негатива.му . Да. Ки .",Л,-1,клад труба диам смотреть глубина около метр очень многолюдный переход магазин обычно включать дурачок предлагать прийти туда ночью вилка реюёнок это дно подряд неудачный клад закрывать сделка подавиться деньга засунуть также глубоко требовать платформа обратить внимание магазин вопрос решать отказываться приглашать модераторат чудом находиться топ негатив му ки,NOUN ADP NOUN NOUN NUM NOUN ADP NOUN ADP NUM NOUN ADP ADV ADJ NOUN NOUN ADV ADV VERB NOUN CCONJ VERB VERB ADV NOUN ADP NOUN ADJ PRON NOUN NUM ADV ADJ NOUN VERB NOUN VERB NOUN VERB PRON PRON ADV ADV VERB NOUN VERB NOUN ADP NOUN NOUN PART VERB VERB VERB NOUN DET DET NOUN VERB ADP NOUN ADV NOUN PART NOUN
551,"Ненаход. Слабый клад. Хамское и неадекватное общение с поддержкой. Каким то чудом магвзин в топе, злоупотребляет этим и не приглашает модератора. Км просто не выходит на связь. Два подряд ненахода. Минеры магазина это просто дно. Засуньте себе деньги . Клады с многочисленными нарушениями. Возле полиции, в подьездах. Просто жесть. Допускаю что может нам так не повезло и отзывов много хороших, по качеству тоже, но ге советовал бы рисковать временем и деньгами в этом магазине. Ругаться матом нельзя но вы этого заслуживаете. Дно",Л,-1,ненаход слабый клад хамский неадекватный общение поддержка чудом магвзина топ злоупотреблять это приглашать модератор км просто выходить связь подряд ненаход минёр магазин это просто дно засунуть деньга клад многочисленный нарушение возле полиция подьезд просто жесть допускать мочь повезти отзыв хороший качество ге советовать рисковать время деньга это магазин ругаться мат это заслуживать дно,NOUN ADJ NOUN ADJ CCONJ ADJ NOUN ADP NOUN DET DET NOUN NOUN ADP NOUN VERB PRON CCONJ PART VERB NOUN NOUN PART PART VERB ADP NOUN NUM ADV NOUN NOUN NOUN PRON PART NOUN VERB PRON NOUN PROPN ADP ADJ NOUN ADP NOUN ADP NOUN PART NOUN VERB PRON VERB PRON ADV PART VERB CCONJ NOUN ADV ADJ ADP NOUN PART CCONJ NOUN VERB AUX VERB NOUN CCONJ NOUN ADP DET NOUN VERB NOUN ADV CCONJ PRON PRON VERB NOUN
552,"Решил купить марки, по итогу ничего не нашли. Магазин предложил дать скидку в 50%, но так так я живу в другом городе, скидка мне ничего не даст. Очень жаль Так же хочу дополнить, что операторы очень долго работают!",Л,-1,решить купить марка итог наслать магазин предложить дать скидка жить друг город скидка дать очень жаль хотеть дополнить оператор очень долго работать,VERB VERB NOUN ADP NOUN PRON PART VERB NOUN VERB VERB NOUN ADP NUM SYM CCONJ ADV ADV PRON VERB ADP ADJ NOUN NOUN PRON PRON PART VERB ADV ADV ADV PART VERB VERB SCONJ NOUN ADV ADV VERB
553,"ненаход, магазин отказался давать пз или скидку, брал на следующий день и клад оказался на том же доме за углом спасибо хоть его нашел, магазином остался не доволен",Л,-1,ненаход магазин отказаться давать пз скидка брать следующий день клад оказаться дом угол спасибо найти магазин остаться довольный,NOUN NOUN VERB VERB NOUN CCONJ NOUN VERB ADP ADJ NOUN CCONJ NOUN VERB ADP DET PART NOUN ADP NOUN NOUN ADV PRON VERB NOUN VERB PART ADJ
554,"Ненаход, но на это пофиг. Вот то, что пришлось убегать от мужика, который был явно в курсе где клад, это полная жесть. Магазин со вчерашнего вечера никак это не прокомментировал, хотя мне в общем и не нужно от них. Просто рад что ноги унёс. Уже после прочитал отзывы, где других тоже принимали, так что будьте крайне внимательны.",Л,-1,ненаход это пофига прийтись убегать мужик который явно курс клад это полный жесть магазин вчерашний вечер никак это прокомментировать хотя общий нужно просто рад нога унести прочитать отзыв принимать крайне внимательный,NOUN CCONJ ADP PRON VERB PART PRON PRON VERB VERB ADP NOUN PRON AUX ADV ADP NOUN ADV NOUN PRON ADJ NOUN NOUN ADP ADJ NOUN ADV PRON PART VERB SCONJ PRON ADP ADJ PART PART ADJ ADP PRON PART ADJ SCONJ NOUN VERB ADV ADP VERB NOUN ADV ADJ PART VERB ADV SCONJ AUX ADV ADJ
