content;Type;sentiment
Забрал в касание , стаф ебанутый )));МФ;1
"Второй беру у данного шопа, на месте оба раза . Проблем при поиске не возникало . Объективный отзыв по поводу запаха ""очень пахнет"" думаю качество будет шик-блеск . 10/10/10 за места кладов , вид стелса и активность от продавца .";МФ;1
Магазин просто шикарный Всем советую этот магазин качество товара бомба и очень быстрый съем;МФ;1
Самый прекрасный магазин в мире Всем советую, быстрый съем и качество товара безупречная 10 из 10;МФ;1
Снято без проблем,но стаф моего Толю не пробил.Даже ВВ.;МФ;1
Как всегда все по уровню! Лучший магазин на площадке! Стафф пушка, пробивает любого толю. Забрал в косание вес, упаковка, место 10 балов. Когда снова появятся локации в МО на Востоке?;МФ;1
Все на месте как и всегда чётко ровно как на фото, стаф бомбический для своей цены;МФ;1
Вообщем что хочу сказать, в первую очередь вырожаю благодарочку оператору, закинул бабки, а биток скаконул в цене, быстренько оформил мне купончик, у же через 10 минут я выдвенулся за кладом, искал минут 10, потому что было написанно прикоп, вырыл там уже пол лестницы, уже отчаялся, и от безыскодности копнул сверху разочек, и клатка в птичке, Все красавци, 10/10/10, обращусь еще. Кстати качество ебанутое, не юзал неделю, а разъебло как в первый раз, уважения магазу);МФ;1
Все чётко Только вот видно ее очень очень плохо а так 10 10 10;МФ;1
Кура охуеный советую всем только одно прозба так глубоко не спят и напиши всегда каком свете клад а то не знаешь что ищеш а так всё норм 10 из 10;МФ;1
Прелесть у хозяина ))) это вот то, что не хватало для удачных и малозатратных по времени поисков( действительно секундный безпалевный съем клада. Ребята, с веревкой это тема!!! Имея солидый опыт в поисках, чего только не повидал, но Это просто шедевр!!! А КАЧ ПРОСТО МУРРРРМЯУШНЫЙ!!! МУКА А ЭЙФОРЕТИТ НЕ ХУЖЕ КРИСОВ! Респект магазину расширения и процветания Вам!!! Всем Добра! Всех Обнял;МФ;1
Все как всегда на высшем уровне ) место изи подошел забрал и ушел, магазину респект оператор топчик, стафф пушка буду не раз сюда заходить)));МФ;1
Хотел открыть диспут по поводу перевеса ,но оказывается так нельзя ,место шикарное. Стаф очень хороший ,не вонючий ,пацаны разбирайте пока есть ,хотелось бы чтобы ваш магазин почаще был на рынке 10/10/10 .PS по поводу перевеса не шучу ,реально чуть больше;МФ;1
Очень хорошо поняли, качество стоит своих денег, ну тут ещё и толян у многих наверно завышен но в любом случае благ за предлож. 10из10;МФ;1
Поднят в касание. Км красавчик. Не далеко от общественного транспорта. место тихое. По качеству мучных изделий:резкий запах,на двоих ушёл за 2 часа. Давно не виделся с толей,и к удивлению качество 5/10. Магазин красавчик. Обязательно загляну ещё.;МФ;1
Отличный ценник, но возникли проблемы, оператор отнёсся ко мне хорошо в процессе общения, взвесили все за и против и пришли к соглашению, проблема улажена, всё хорошо, зайду ещё несомненно.;МФ;1
место четкое, снято сразу. Вес соответствует. качество тоже норм. 10/10;МФ;1
Спасибо большое, сняли быстро, в одно касание. Меф как всегда прекрасный, эмоции на ура. Спасибо);МФ;1
Прикоп ебанутый, еле нашёл, стафф рабочий, но отдает аптекой;МФ;1
Прикольная идея с тайниками с верёвочкой));МФ;1
Лучший магаз на площадке. Рекомендую.;МФ;1
Дома,благодха, аптека отдыхает,всё точно и отметка и глубина от души,минеральное отдельное спасибо за количество фото,видно человек знает свое дело.;МФ;1
Магаз ровный качество 10/10 рекомендую;МФ;1
Все четко, на месте возникли небольшие проблемки, там где заложил км видимо перекапывают песок и получилось так, что перекопали с кладом, кладик чуть не ушел , но все же получилось найти да ещё и в косание , так что стаффмен 10/10/10;МФ;1
Всем салам хотел бы сказать честно корды на местности молясь скачут место искали минут 40 клад точно в точке по весу на глаз Даже на 1-3 г больше но это на глаз стаф чëткий цена норми магаз хороший спасибо огромное за отдых 10/10/10 забегу ещё берите не пожалеете;МФ;1
всё отлично, вес, качество, цена, максимально удобная локация, герметичная упаковка. Качество для муки просто шикарное, и мука как я понял кристалическая, заебись.;МФ;1
Все четко, на уровне. Спасибо вам парни, процветания вам. Кладмен красавчик, обязательно, сделайте ему подарок, 10.10.10.;МФ;1
Не повезло, не фортануло. Спешил на автобус в область, да и место людное для долгих поисков. Куст весь прочекал, но увы.;МФ;1
Став хорош, никогда не пробовал муку, только кристаллы, не разочаровал. Полет хороший, все же до кристалла не дотягивает. Квест весьма замудрен, в глубинке леса, обмок дак ещё и поцарапался )));МФ;1
Нашёл в касание, стаф очень мощный, дажи немного кристаллов было, от души вам, и всех благ 10/10;МФ;1
Отписались- все забрали. Место выбрано хорошее, можно подъехат на машине, по весу- все отлично. На вид белоснежный порошок, видно что хорошей очистки, растворяется в воде без осадка, кач - говорят хороший. Надеюсь на хорошее сотруднечество);МФ;1
"Подъём в одно касание. Фотки с местом и координаты - все точно. Товар мягкий, приходит легко, держит на одной волне. ""Побочных"" явлений нет. Чуть влажный, но комков размером с Эверест - нет, рассыпается при легком касании. Запаха, отбивающего желание и возможности - нет. По весу все копейка в копейку. Место нормальное, народа ходит мимо мало. В отношении ментов - на подходе обзор в 300-400метров, можно осмотреться. Место с кладом просматривалось только с одной стороны. Окна соседнего дома за глухой кроной деревьев. Кладмен сработал хорошо. Единственное, не пожалели гипса и камень был, на мой взгляд, великоват. Видно, что не так давно через дорогу поднимали вес: валялся кусок изоленты (это к вопросу о культуре и уважении других. Зачем поганить место.. . ) Вооот. Как-то так☺ Спасибо. Магаз рекомендую. В следующий раз буду брать здесь.";МФ;1
Впрочем как и всегда 10/10/10 но квест оказался не простым, чайки мимо с таким уровнем кладмэна)));МФ;1
Все по красоте, но чутка ушел вправо см на 20. Качество хорошее;МФ;1
Все ровно, кладмен топ. Такую нычку просто так не отыскать Чайкам. По весу ровно)));МФ;1
Забрал на изи, ток грязный весь ну и пох) купончик ещё был) думаю а пох возьму) обычно крисиалы, но думаю за граши угарну) мука как мука прям нормально таращит, мажет даже так приятно) и с девочкой отдохнуть можно, ток сразу понюхал и сразу как можно быстрее спускать а то потом без полезно)) ахах и откуснуть в компании тоже можно) короче я доволен очень , спасибо!;МФ;1
Спасибо магазину! Стаф огонь. Толер пробивает с двух ног просто. Не устаю выделять кладмена в каждом комменте. Ты просто гений, таких кладов я еще не видел никогда. Просто лучший магазин и лучший кладмен. 10/10/10;МФ;1
"Она спросила:-""Опять парк?""Дима утвердительно кивнул,не отрывая взгляда от телефона: рассматривал даже младенцу понятные фото клада.С тех пор ,как они стали брать кусочек блаженства в Ганге,она перестала ходить с ним на поиски.Ей не хватало адреналина при поиске,т.к.настолько было все точно, информативно и всегда на месте,что уже не будоражило нервную систему!Дима же,наоборот,был мужчиной обстоятельным,практичным и поэтому предпочитал брать в этом шопе, нежели играть в рулетку-повезет не повезет.";МФ;1
Касание, но локация лютая, для субботы, в такое время, это пиздец, слишком много народу;МФ;1
Второй раз беру в этом магазине, всё офигенно! Стафф пушка, с лютым толером пробивает на раз. Курьеру отдельное уважение и благодарность. Если ты это читаешь, знай, ты гений! Всё легко и в касание, а спрятано так, что ну никак не догадаешься. Обращусь еще в магазин и много раз! 10/10/10;МФ;1
Забрал в касание, упаковка вообще топовая,место было хорошое забрать легко было, стаф хороший прет отлично, магаз лучший советую 10/10/10;МФ;1
Клад поднял ещё не пробавал;МФ;1
подняли в касание, но клад был виден из земли, хорошо что никто не сошкурил. вот видешь кура, клад если есть то он есть! по стафу, воняет жутко, нос жжёт сильно, но прёт ахуенно!)))))) магазину 10 от души, обняли)))))))))), куре 2.;МФ;1
Клад грамотный ,забрал в касание ,вес норм качество тоже хорш ,НО БЛЯ ,в мире нету мефа который заходил бы хуже мне кажется,просто в слезах весь ,не ебу с чем вы его мешаете таким,но заходит словно с двух ног запрыгивает ,пиздец просто ,остальное гуд;МФ;1
Почти в касание) А сама мука слабовата. Вашу муку брал в Иваново пару раз. Сейчас проездом решил попробовать в Ярославле. Качество такое же. Оценку занижать не буду. Ребят, сделайте муку пободрее, пруще) У вас кристаллическая пудра топ.;МФ;1
Собственно клад провалился в нору и пришлось выкопать овраг глубиною в метр, но по итогу все на месте. И пацаны комаров столько , что здохнуть можно , одевайтесь хорошо) Стафф за свои деньги достаточно неплох на 8/10 в своей ценовой категории;МФ;1
Как говорится когда нашёл и добавить нечего. Снег растаял, ветка упала, кустами заросло,но мы справились! Спсмибо большое! По качеству оценим не скоро к выходным может быть дополню!;МФ;1
Как всегда все супер ! Стаф бомба, снято в касание, очень просто! Держит долго и сильно, на двоих 1г хватило на 4 часа, при том что немного из за своей неаккуратности рассыпали !;МФ;1
Ехать конечно очееень далеко только на своей своей машине, такси в обе стороны выходит 1000 руб. тропинок нету идти пришло через бурелом но все на месте, касашечка) Сразу говорю ребят кто будет брать позиции пригород, одевайтесь как следует и берите с собой средство против насекомых. И осматривайте себя после леса, 2 клеще с себя успел снять вовремя) Стафф просто улётный с двух дорого мажет как в первый раз. (ТОП) Фото четкие, описание лучшее, работа кладмена мастерская. И пожалуйста не бросайте изоленту на месте клада, сложно забрать с собой что ли?!)))) 10/10/10/10 ;МФ;1
Все топчик в касание правда стаф так себе но взял за косарь 2 г так что не жалуюсь км красавчик фото отличные но ориентиры искать по зелени траве и ландышам тот еще экспириенс 10/10;МФ;1
Пришёл-увидел-поднял. Работа кладмена на высоте. Координаты ровные, фотки четкие, место хорошее. Забрал в касание, не пришлось даже долго искать, верхний слой под снял и клад в руках. И вот я довольный лечу домой))))) Стафф просто вышка, как нибудь обязательно возьму кристаллической муки от Staffman. 10/10/10/10 На весах показал небольшой перевес в пользу клиента))) Вес составил 1.30 грамма. Всех благ и ровных дорог))) ;МФ;1
Стафф гуд, но кура что-то близко друг к другу положил, чет меньше 50м (долго пришлось ждать, пока он закончит, были оба в пределах видимости друг друга). Я то дождался, все хорошо, качество улёт. К магазину только респекты, а курсе конкретно замечание: делай расстояния больше... 10/10/10;МФ;1
Очень славненько всё у нас случилось, все стандарты соблюдены. Точно своих денег, этот билетик в снега, стоит. Всем успеха✌;МФ;1
Первый раз брал в вашем магазине. Все чётко. По стафу, немного жёсткий, но прет хорошо. Магазину процветания. Ещё вернусь к вам.;МФ;1
Были трудности с подъемом что место проходное машины ездили туда сюда. А я рядом. Ну это не самое главное. Проблема самая основная что изолента была черная из-за этого пришлось конкретно повозиться и прилично раскопать. Ну в основном я доволен. Магазин ТОП ну изолента надо сменить хоть на желто зелёную. А то черная вместе с землёй сливается.;МФ;1
Все дома спасибо. Кладмену респект. Но ребят там походу чайки лазеют очень много разрыто сами напугались просто взорвано сантиметров в 20 от нашего клада. Нокладмен молодец. Ещё раз спасибо;МФ;1
Место кайф, касание, по качу скажу так: давненько меня так не мотало... Стаффмен лучшая пекарня по соседству));МФ;1
Клпд сняли в касание, все круто, Вес в поряде, по качу не скажу, если что дополню отзыв. А так все на высшем уровне 10 10 10! стафф оказался слабеньким, но цена и квест компенсируют, советую любителям легкого кача. ;МФ;1
Поднял в касание, тайник выполнен грамотно, респект кладмену. Качество на 6/10, сделал 2 жирных дороги и почти ничего не почувствовал, цена качества) В целом все хорошо Удачи) Еще и пахнет каким-то лекарством, большой плюс нос почти не жгет);МФ;1
спасибо , забрал все в касание ,ставь очень хорошый;МФ;1
Доверяю только этому магазину всегда все ровно спасибо большое люблю вас.;МФ;1
В касание, одна секунда. Спасибо;МФ;1
Нашли, от метро очень далеко;МФ;1
Нашёл быстро. Мука нормальная за свои деньги. Упаковка высший класс;МФ;1
В касание, стафф пушка, магазу сяп, куре респект;МФ;1
Км 10.магаз 10. Остальное видно будет.;МФ;1
Не знаю ребят дроны в лесах летают конная полицию машины ездиют сложно подойти к местности и не о чем не думать забрал в касание качесвто пойдет своих денег стоит 10/10/10 будиье делать в городе больше покупок будет и магазин расцветать начнет;МФ;1
"По традиции оставляю развёрнутый и справедливый отзыв, магазин попрошу если вдруг что то не понравится, не относиться как к критике, все по честному хD И так! Локация: в шаговой доступности, не болото, тропы есть, не заморались, координаты чёткие, не гуляляют, клад в точке Товар:как заявлен в описании,аккуратный брикет из изоленты,в двух очень пилотных зипах, что порадовало, на двух весах 0,911, км попрошу проверить свои весы, кто то за 0.1 может поднять бучу, цвет соответствует заявленному, без венского запаха Качество:употребляли нозально(через нос), вход плавный через две минуты, пик через 20 минут, выход на минут 40, Жора не было, по ""вау"" могу сразу сказать, что товар за свои деньги! Не ждите улета Магазин: были проблемы с нашей стороны с оплатой, но магазин все оперативно ответил и подсказал, за это вам поклон хD Итого10/10/10 Если магазин даст обратную связь, то будет приятно";МФ;1
как всегда!все ок;МФ;1
Аж до дрожи;МФ;1
Все пучком, в касашку, стафчик как всегда топ, за такие деньги 10/10/10;МФ;1
Просто как обычно пушка , просто на изи все ...10/10 , магазин топ!!!!!;МФ;1
100 на базе, наконец-то не влажный);МФ;1
Все как всегда гуд. Топ вся команда магаза. Советую всем и вся лучше качества и магазина в нашем городе нет. Надеемся на купончик. Покупок уже прилично у нас. Заранее благодарочка.;МФ;1
Мэджикам в носы, партия белой полосы В);МФ;1
Забрал, корды опять прыгают, на одном фото в одно место ведут, на другом в другое! Описание норм. Кач нор. По количеству показалось маловато, замерить нечем, по этому без претензий.;МФ;1
Все на месте, всех благ и процветания магазину!;МФ;1
все касание, только машина проехала мплющила и клад чутка от места откинула, нашли все гуд;МФ;1
Просто восхищён замутом, все сверх идеально, спасибо;МФ;1
В касание, место хоть и далеко, но надёжно. Может не ловить интернет, так что на заметку соискателям. Качество стаффа оставляет желать лучшего, возможно бадяжное (не могу понять), если бы не хорошая цена то было бы мда. Стафф мажет, эйфории не видать, а я не юзал 2 месаца. Полностью не растворяется в жидкости (осадки плавают), так что тут явно что-то не то. ;МФ;1
Забрал в касание, порошок бомба но мокроватый;МФ;1
В касание, что удивительно для тайника в дождливый период) Респект, товарищи;МФ;1
Все дома. Качество 8из10 Разброс в радиусе 12 метров позволительная погрешность. Но клад в метре полтора от точки указаной я чуть не расстроился) А так мне все понравилось забегу ещё как-нибудь Спасибо всей команде за проделанную работу! Всем советую квест не тяжелый);МФ;1
WATS'Up Guys!!! Залетаем в шоп 4 раз , ни одного промаха не было. Стафф просто атомная бомба , разнесло так жОско , что не смогли отписаться за прошлые квесты. Просим прощения за этот косяк ,но всё и тогда и сейчас просто ВОЛШЕБНО! куре отдельный респект, если ты это читаешь то знай, БРО, ты просто бог, продолжай в том же духе. Next time bro чаевые 100% будут . По месту: координаты точны, место тихое. Хотелось бы скидочку взять у Вас, если не возражаете) Всем хорошего времяпровождения;МФ;1
Место достаточно людное , хоть и забирали в час ночи , люди с кострами и палатками, качество клала 9/10 качество упаковки 10/10 качество стафа стало намного лучше чем было год назад, в разы лучше но все равно не айс но за свои деньги огонь стаф 7/10 , магазин превзошёл все мои ожидания , думал будет все намного хуже;МФ;1
Успех! курьера обнимаю, кач годный;МФ;1
Все гуд друзья. Как всегда прошло на вышке все. Хотелось бы скидок хорошую уже получить;МФ;1
Ребята, Вы ЛУЧШИЕ!!!!! Клад был сделан на видном месте, но без единого намека на прикоп, очень профессионально, даже я, зная, где должно лежать, рыл минут 10...По весу даже как будто это не полка, а даже больше грамма, впервые такое встречаю)) Качество вообще бомба)) P.S. Неудачники, жалующиеся на ненаход, вы плохо ищите!!! Про то, что мусора, так мусора везде, голову надо включать и быть хитрее мусоров...;МФ;1
Все супер) курьер молодец. Правда меф очень-очень жжет, очень сложно его нюхать, лучше размешивать с жидкостью. Но прет неплохо, 10/10;МФ;1
10/10/10, квест охуенный, с однойжирной трассы улетели как в первый раз. прогулочка выдалась прям волшебной. только на позициях в магазине пишите правильную локацию, а то была одна, а по факту другая , где мы уже два года забираем на одной и той же улице. всем peace.;МФ;1
Брали 5, поднято в касание, но проблема в том что вместо 5 оказалось 3, фотки сразу не сделали так что доказать не удалось, ребята если кажется что пак маловат то фоткайте каждое свое действие иначе ни чего не докажете. Честно говоря от этого магазина такого не ожидаешь. Но видимо случается. Оценку портить не буду так как оператор адекватно выходит на связь;МФ;1
Снято в касание. Стаф отменный. 10/10;МФ;1
НА ВЫСОТЕ ЛУЧШИЙ МАГАЗИН НА площадке!!!ВООБЩЕМ ТОЛЬКО СБДА ЕСЛИ НУЖЕН НАДЁЖНЫЙ КЛАД И КАЧЕСТВЕННЫЙ СТАФФ!! 10000/10000/100000;МФ;1
Были проблемы но пришли к компромиссу )));МФ;1
Клад не был поднят, так как такого места нет в указанном месте Вывод прост, не всегда топовые магазины надежные Лично я в этом магазине делал 2 заказа и из этих двух раз ни одного клала я не поднял Магазин на уступки не пошёл, мое мнение о магазине такое: я больше здесь брать не буду Перед заказом в данном магазине советую миллион раз подумать о том, что шанс ненаход большеват Удачи всем на квестах :3;МФ;-1
"Конченый магазин,клад был сошкурен,предоставил фото и остальные докозательства,и он предлагает купить ещё 3 заказа,в этот""топ"" магазин больше не ногой,Деньги на ветер.А дали бы норм адрес,ещё бы зашёл вы покупателей теряете долбоебы";МФ;-1
Искал 3 дня.все обросло. Искал 3 дня блять. Магазин ужасный. Никогда и никогда не буду покупать. И никому не советую.Качество ужасный,просто мука. Администрация тормоз,отвечают через день. Просто ужас.;МФ;-1
Ненаход, но у магаза статус надежного, поэтому даже модератор не вмешивается, да еще и фото зимние;МФ;-1
По факту 2 рубля в труюу став был мокрый максимум полка не о чем в общем жопа разнюхали зараз и все чуть кайфанули кладмен ты не хорошийичеловек этс оценка тебе Грама там небыло точно не вижу смысла в диспуте;МФ;-1
магазин хуйня - никогда не вернусь сюда и вам не советую;МФ;-1
3 ненахода из трех. ПРОШУ МОДЕРАТОРА САЙТА ОБРАТИТЬ ВНИМАНИЕ ЧТО ЗАКЛАД СДЕЛАН ВОЗЛЕ ШКОЛЫ, ЧТО НАПРЯМУЮ ЗАПРЕЩЕНО ПРАВИЛАМИ САЙТА. помомо этого все три калада сделаны под окнами сотен жилых квартир, под видеокамерами. НИ КАКОЙ БЕЗОПАСНОСТИ КЛИЕНТА ЗДЕСЬ НЕТ И БЛИЗКО;МФ;-1
На месте ничего не было, но я это выйграл в рулетку поэтому не принципиально;МФ;-1
Находится в середине огромного леса, там дежурят гнк. Невозможно добраться.оценка 0;МФ;-1
Типа топ, но кладмены чудилы. Магнит в парке на дереве. Бред.;МФ;-1
Дураков ищут либо курьер наебал даже не хочу диспут открывать это бесполезно не советую;МФ;-1
Брали пару дней назад по 2 грамма, подняли легко, от качества чуть с ума не сошли, как в первый раз. Потом взяли один гр,не нашли , тк была ночь. Сегодня взяли еще один , мы перерыли все место, и все таки нашли. Клад был зарыт в глубину см 10, и счастливые поскокали вырывать первый , поняв , что они зарыты очень глубоко. Мы ведь нашли, счастью не было предела! Когда попробовали, оказался совсем не того качества, что которые раскиданы по два, на много слабые.;МФ;-1
2 ненахода подряд;МФ;-1
ненаход;МФ;-1
0/0 ненаход Новокосино Ван лав .;МФ;-1
Не фартануло(;МФ;-1
Ненаход! Администрация магазина неадекватная, вместо решения вопроса предлодила взять ещё 2раза по столько же! Полный бред. Ни ногой больше в этот магаз!!! Брали 4 гр. Клад был в шкурном месте- в камне под кустом между подъездов. По приходу На месте его не оказалось;МФ;-1
Магазин для меня самый отстойный больше ни ногой сюда,второй заказ в этом магазине и оба по бороде пустил магаз мол я чайка ,совет коллеги норкоманы в Новокосино адреса по ходу все пустые,магазину желаю адекватности и умение работать с клиентами ,сто пудов ответит что мол долбаёб сам виноват;МФ;-1
Сжёг всю слизистую;МФ;-1
Кладите уебок кладёт клады в мусорки. Пришлось рыться там. Ещё и ненаход. Скорей бы тебя закрыли гнида ебучая;МФ;-1
Наихудший магазин вообще на всей площадке был реальный негаход предлагают то купон 30 процентов то перезаклад только после последующих трёх заказов и то не факт что там не будет дырки диспут вел три недели так на своем и стоят не советую данный магазин вообще ни кому;МФ;-1
Товар отличный НО ИМ 1)СТАФ НЕ ТОЧНО ЛЕЖИТ 2)НЕДОВЕС 2~1.17с Паком 3)ПЗ не существует;МФ;-1
Не берите на динамо, получите тимирязевскую и вдобавок лес. Жесть;МФ;-1
Так меня ещё не наёбывали;МФ;-1
ненаход магазин тянул время сутки чтобы предлождить мне еще сделать пару покупок и понадеяться на удачу. нет, спасибо, генг бенг;МФ;-1
Ненаход, по данной информации был указан один этаж но по по фото и ситуации другой. Либо не положил либо сошкурили;МФ;-1
ненаход, в падике камеры, идти туда опять фоткать пустое место нет желания;МФ;-1
Просто пусто, поэтому ноль, проблем не решают, ещё раз убедился не брать в больших магазах, диспут висел 2 суток ни слова, пох на копейки, оценка заслуженная;МФ;-1
Даже не буду диспут до конца решать. Кидалово полное. Кратово пустые клады 3й раз подряд. Давайте, баньте меня быстрее));МФ;-1
Не рекомендую данный шоп в Екб,ребята обходите мимо;МФ;-1
ненаход;МФ;-1
ненаход, купил позицию, не нашел, купил вторую сразу (отзыв за вторую) - так же не нашел типичное место, типичный дом, который постоянно обшкуривают. решение магазина - совершить еще 2 покупки за перезаклад - зачем? чтобы снова не найти? не доверяю вам, и всем доверять не советую.;МФ;-1
Наебалово 0/0/0;МФ;-1
Магазин конченый то что там будет ненаход было понятно только открыл фото с координатами. С таким же успехом можно было кинуть груз прямо на площади, где нибудь на трамвайной остановке в час пик. Фото выгрузить не получилось, так что незнаю, решился бы вопрос в мою пользу или нет. Да и хрен с ним, пусть подавятся.;МФ;-1
Не наход,ни стал открывать диспут все равно в ползу магаза закрывают.;МФ;-1
Товар говно!;МФ;-1
Комендантский проспект. Фэйк.;МФ;-1
Чистой воды кидалово - не советую;МФ;-1
Всё на должном дома магазин ровный советую, стафф пушка вес тоже соответствует.;МФ;-1
Ненаход и там гуляет Росгвардия.;МФ;-1
Качество паршивое , меф грязный как будто с земли собирали. К закладчику претензий нет, всё нашол.;МФ;-1
Клад четко, но качество товара хуйня;МФ;-1
Просто ненаход;МФ;-1
Доброго времени суток, не буду из за этого открывать диспут.НЕНАХОД!!!;МФ;-1
Не наход параша;МФ;-1
Ненаходы. К магазину претензий нет, а кладмен не очень!;МФ;-1
Хуйня какая то место муку положили какую-то хуйню. Воняет краской поменял на что то другое. Сука!И по весу мало! Никому не рекомендую!;МФ;-1
два ненахода подряд. ублюдские клады, палевные и пустые! выкинул 3200 на ветер!;МФ;-1
Не наход 2гр, неприятненько;МФ;-1
Магазин не пошел на встречу предлогал лишь компромисс с выгодай только для себя сугроб отлечался от фото ну администраций все равно разочаровался;МФ;-1
нащел вот взял второй;МФ;-1
Поднял. Но лютый недовес разочаровал, взяв двушку на весах 1.4;МФ;-1
Клад зашкурили. Всем спасибо. КМ гори в аду.;МФ;-1
Качество отстой. Сделал раствор, на дне появилась белая густая каша. Два раза в этом магазине сегодня брал и оба раза одинаково плохой товар. Не советую.;МФ;-1
НЕНАХОД, приезжал 2 раза нихуя на месте не было !!! Магазин на встречу не пошёл !;МФ;-1
Домофон левый, этаж не тот клала нет ! Именно в том месте убран снег на всех остальных этажах не тронуто! После последнего диспута когда модератор заявил своими действиями что тут нет правил и они выносят вердикт какой сами посчитают нужным диспут не открываю!;МФ;-1
Ребят спасибо большое я новичек тут и в потребление и в покупках все четко нечего сложного главное внимание и все дома магазин достойни советую 10/10/10;МФ;-1
Ненаход выдали купон который никому не нужен отношение не очень;МФ;-1
Кладов не был за день заказал 2 раз 2грама первый раз было 1грам 2раз вообще нечего не был. Тот магазин не рекамендую.. ГАВНО не магазин;МФ;-1
Ненаход;МФ;-1
Ненаход, Диспут даже открывать не буду. Не соаетую;МФ;-1
По каталогу М.Московская, по факту ни слова, что клад в ебенях за 17км от указанной станции, орут мне мол МОСКОВСКИЙ РАЙОН, а то что он пиздец какой болшой, и что ВЫ СТАНЦИЮ МОСКОСКАЯ УКАЗАЛИ НИ СЛОВА НЕ СКАЗАВ ОБ УДАЛЕННОСТИ - это норм? Ну вот оценка Вам, я не поедут в эти ебеня, слов нет сука.;МФ;-1
Все отлично;МФ;-1
Магазин нуль , идёт на встречу , но ничего не решает , тут больше не ногой , не рекомендую , клады 0;МФ;-1
Ненаход! При первой же покупке. Магазин предложил не оставлять отзыв и купить 5 аналогиных кладов, после чего они сделают перезаклад. Мда. Удачи с такой политикой;МФ;-1
Кладмен обманул с граммами вместо 0.5 оказалось 0.3, первое раз такое , не буду даже диспут открывать , не хочу нервы тратить;МФ;-1
Ненаход, даже смысла диспут открывать не вижу, потому что в последнее время какие бы фото не были сделаны и как бы ситуация не была описана, всё закрывается в пользу магазина, пустая трата времени и денег, магазин не советую;МФ;-1
